Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
208,21,1,1,1,1,1,6568,24,0,0
209,55,1,2,1,4,0,1413,12,1,0
210,33,1,2,1,0,0,3074,9,5,0
211,45,0,1,1,0,0,3835,36,5,0
212,50,1,2,1,1,1,5293,27,0,1
213,66,1,3,1,1,3,1908,30,0,1
214,51,1,2,1,0,0,3342,36,5,0
215,39,0,1,1,0,2,932,6,3,0
216,31,1,2,1,1,1,3104,18,0,0
217,23,1,2,1,1,3,3913,36,5,0
218,24,1,1,2,1,1,3021,24,4,0
219,64,0,2,1,1,0,1364,10,1,0
220,26,1,1,1,1,2,625,12,5,0
221,23,0,2,2,0,1,1200,12,3,0
222,30,1,2,1,1,0,707,12,5,0
223,32,1,2,1,0,0,2978,24,0,0
224,30,1,2,1,1,0,4657,15,1,0
225,27,1,2,1,1,0,2613,36,6,0
226,27,1,2,1,4,2,10961,48,5,1
227,53,1,3,0,1,1,7865,12,4,1
228,22,1,2,1,1,0,1478,9,5,1
229,22,1,2,0,1,1,3149,24,4,0
230,26,1,2,1,1,3,4210,36,5,1
231,51,1,1,0,3,0,2507,9,1,0
232,35,1,2,1,2,0,2141,12,5,0
233,25,1,1,1,1,2,866,18,5,0
234,42,1,1,1,1,0,1544,4,5,0
235,30,1,3,1,1,1,1823,24,5,1
236,23,1,0,1,0,2,14555,6,1,1
237,61,1,1,2,2,2,2767,21,0,1
238,35,0,2,1,1,0,1291,12,5,0
239,39,1,2,1,1,1,2522,30,5,0
240,29,0,2,1,0,1,915,24,1,1
241,51,1,2,1,1,0,1595,6,5,0
242,24,1,2,0,1,1,4605,48,1,1
243,27,0,2,1,1,0,1185,12,0,0
244,35,0,1,1,3,0,3447,12,3,0
245,25,1,2,1,1,0,1258,24,0,0
246,52,1,2,1,1,0,717,12,5,0
247,35,1,2,2,2,0,1204,6,1,0
248,26,1,2,1,1,3,1925,24,4,0
249,22,0,2,2,1,0,433,18,5,1
250,39,0,1,1,4,1,666,6,1,0
251,46,0,1,1,1,3,2251,12,4,0
252,24,0,2,1,1,2,2150,30,1,1
253,35,1,2,1,2,0,4151,24,4,0
254,24,1,2,1,0,2,2030,9,4,0
255,27,1,1,1,0,2,7418,60,5,0
256,35,1,1,1,1,0,2684,24,5,0
257,29,1,2,0,1,1,2149,12,5,1
258,23,0,2,1,2,0,3812,15,1,0
259,57,0,1,1,2,0,1154,11,5,0
260,27,1,2,1,1,1,1657,12,4,0
261,55,0,2,1,1,1,1603,24,5,0
262,36,1,3,0,1,1,5302,18,1,0
263,57,0,1,0,1,0,2748,12,3,0
264,32,1,1,1,1,0,1231,10,1,0
265,37,1,2,1,1,2,802,15,5,1
266,36,1,2,1,0,0,6304,36,0,0
267,38,0,2,1,1,0,1533,24,5,0
268,45,1,3,1,1,1,8978,14,1,1
269,25,1,2,1,0,0,999,24,5,0
270,32,1,2,1,0,0,2662,18,1,0
271,37,0,2,2,3,0,1402,12,4,0
272,36,1,3,0,0,2,12169,48,1,0
273,28,1,2,1,1,2,3060,48,5,1
274,34,1,1,1,1,1,11998,30,6,1
275,32,1,2,1,1,0,2697,9,5,0
276,26,0,2,1,1,0,2404,18,5,0
277,49,1,1,1,0,1,1262,12,4,0
278,32,0,2,1,1,0,4611,6,4,1
279,29,1,3,2,2,0,1901,24,5,0
280,23,1,2,2,4,0,3368,15,1,0
281,50,1,2,1,1,0,1574,12,4,0
282,49,1,1,1,0,3,1445,18,5,0
283,63,1,2,1,0,0,1520,15,4,0
284,37,1,2,1,2,2,3878,24,1,0
285,35,0,1,1,1,1,10722,47,1,0
286,26,1,2,1,1,1,4788,48,1,0
287,31,1,3,0,2,2,7582,48,7,0
288,49,0,2,1,1,2,1092,12,5,0
289,48,1,2,1,1,1,1024,24,5,1
290,26,1,2,1,1,0,1076,12,0,0
291,28,1,3,2,1,2,9398,36,1,1
292,44,0,3,0,1,1,6419,24,1,0
293,56,1,2,0,1,3,4796,42,1,0
294,46,1,3,1,0,0,7629,48,0,0
295,26,0,2,1,1,2,9960,48,4,1
296,20,0,2,2,0,0,4675,12,1,0
297,45,1,1,1,0,0,1287,10,1,0
298,43,1,2,1,1,0,2515,18,4,0
299,32,1,2,1,4,2,2745,21,4,0
300,54,0,0,1,1,0,672,6,1,0
301,42,0,2,1,1,2,3804,36,5,1
302,37,1,1,1,0,3,1344,24,1,1
303,49,1,2,1,1,1,1038,10,1,0
304,44,1,2,0,3,0,10127,48,1,1
305,33,1,2,1,4,0,1543,6,4,0
306,24,0,1,2,0,0,4811,30,1,0
307,33,1,1,1,2,1,727,12,5,1
308,24,0,2,1,1,2,1237,8,4,1
309,22,1,1,2,1,2,276,9,1,0
310,40,1,0,0,0,2,5381,48,7,0
311,25,1,2,1,2,0,5511,24,4,0
312,26,0,2,1,1,3,3749,24,4,0
313,25,1,1,1,1,2,685,12,1,1
314,29,1,1,1,0,3,1494,4,1,0
315,31,1,2,1,1,1,2746,36,4,1
316,38,1,1,1,1,1,708,12,4,0
317,48,0,1,1,0,2,4351,24,4,0
318,32,1,2,1,1,0,701,12,3,0
319,27,0,1,1,1,1,3643,15,4,0
320,28,1,3,1,1,2,4249,30,1,1
321,32,1,2,1,1,1,1938,24,5,1
322,34,1,3,0,1,1,2910,24,1,0
323,28,1,2,1,4,1,2659,18,4,0
324,36,0,2,1,1,0,1028,18,1,0
325,39,1,1,1,1,1,3398,8,1,0
326,49,1,2,2,0,0,5801,12,4,0
327,34,0,2,1,4,0,1525,24,1,0
328,31,1,2,1,1,3,4473,36,5,0
329,28,1,2,1,1,2,1068,6,5,0
330,75,1,3,0,1,1,6615,24,1,0
331,30,0,2,1,2,0,1864,18,3,1
332,24,0,3,1,2,2,7408,60,1,1
333,24,0,1,2,2,0,11590,48,1,1
334,23,1,2,2,1,1,4110,24,4,1
335,44,1,3,2,1,1,3384,6,4,1
336,23,0,1,1,1,2,2101,13,5,0
337,24,0,2,2,0,1,1275,15,2,1
338,28,1,2,1,1,1,4169,24,4,0
339,31,1,1,1,1,2,1521,10,4,0
340,24,0,2,0,1,2,5743,24,3,0
341,26,0,1,2,1,1,3599,21,4,0
342,25,1,2,2,3,2,3213,18,5,0
343,33,1,3,1,1,2,4439,18,0,0
344,37,1,1,1,1,3,3949,10,1,0
345,43,0,1,1,1,0,1459,15,5,0
346,23,1,2,1,1,2,882,13,5,0
347,23,0,0,2,3,2,3758,24,5,0
348,34,1,1,1,2,0,1743,6,0,0
349,32,1,2,0,4,2,1136,9,3,1
350,23,0,2,2,1,0,1236,9,2,0
351,29,0,2,1,1,2,959,9,4,1
352,38,1,3,1,0,0,3229,18,1,0
353,28,1,2,2,1,1,6199,12,5,1
354,46,1,2,0,3,0,727,10,3,0
355,23,1,1,1,1,2,1246,24,1,1
356,49,1,2,1,0,0,2331,12,5,0
357,26,1,3,1,1,0,4463,36,5,1
358,28,1,2,1,1,0,776,12,5,0
359,23,0,2,2,1,1,2406,30,4,1
360,61,1,2,0,0,2,1239,18,3,0
361,37,1,3,1,0,3,3399,12,5,0
362,36,0,2,1,1,3,2247,12,1,0
363,21,1,2,2,1,0,1766,6,4,0
364,25,1,0,1,1,1,2473,18,4,1
365,36,1,2,1,1,0,1542,12,0,0
366,27,1,2,1,1,0,3850,18,1,0
367,22,0,2,2,1,1,3650,18,4,0
368,42,1,2,1,1,1,3446,36,4,1
369,40,0,2,2,1,2,3001,18,4,0
370,36,1,2,1,0,0,3079,36,1,0
371,33,1,2,1,1,0,6070,18,5,0
372,23,0,2,2,1,0,2146,10,4,0
373,63,1,3,0,0,0,13756,60,1,0
374,60,0,3,0,2,2,14782,60,7,1
375,37,0,2,2,1,1,7685,48,0,1
376,34,1,2,1,1,0,2320,18,5,0
377,36,1,2,0,0,0,846,7,5,0
378,57,1,3,0,1,2,14318,36,1,1
379,52,0,1,1,2,0,362,6,1,0
380,39,1,2,1,0,1,2212,20,4,0
381,38,0,3,0,1,2,12976,18,1,1
382,25,0,2,2,0,0,1283,22,1,0
383,26,1,2,1,1,3,1330,12,1,0
384,26,1,1,1,2,0,4272,30,0,0
385,25,0,2,1,1,0,2238,18,5,0
386,21,0,2,2,0,0,1126,18,5,0
387,40,1,3,1,1,2,7374,18,4,0
388,27,1,2,1,3,2,2326,15,0,0
389,27,0,2,1,1,0,1449,9,0,0
390,30,1,3,1,1,0,1820,18,1,0
391,19,0,1,2,4,2,983,12,4,0
392,39,1,3,0,1,1,3249,36,1,0
393,31,0,2,1,1,1,1957,6,5,0
394,31,1,3,1,1,0,2406,9,4,0
395,32,1,2,2,2,2,11760,39,3,0
396,55,0,3,0,1,1,2578,12,4,0
397,46,1,2,1,1,1,2348,36,4,0
398,46,1,2,2,1,2,1223,12,1,1
399,43,0,1,1,4,0,1516,24,5,0
400,39,1,2,1,1,0,1473,18,5,0
401,28,1,2,1,0,2,1887,18,0,0
402,27,1,2,1,1,0,8648,24,0,1
403,27,1,1,1,1,0,802,14,1,0
404,43,1,2,1,0,2,2899,18,1,0
405,22,1,2,1,1,2,2039,24,5,1
406,43,1,2,1,0,0,2197,24,1,0
407,27,1,2,1,1,1,1053,15,5,0
408,26,1,3,1,3,0,3235,24,5,0
409,28,1,2,1,3,3,939,12,1,1
410,20,0,2,1,1,2,1967,24,5,0
411,35,1,3,1,1,0,7253,33,1,0
412,42,1,3,1,1,0,2292,12,0,1
413,40,1,1,2,3,0,1597,10,1,0
414,35,0,2,1,0,1,1381,24,1,1
415,35,1,2,1,1,0,5842,36,1,0
416,33,1,1,1,1,1,2579,12,1,1
417,23,0,2,2,0,1,8471,18,3,0
418,31,0,3,1,3,0,2782,21,1,0
419,33,0,2,1,0,2,1042,18,1,1
420,20,0,2,2,4,0,3186,15,1,0
421,30,1,2,1,0,2,2028,12,1,0
422,47,1,1,1,1,2,958,12,1,0
423,34,1,3,1,2,0,1591,21,4,0
424,25,0,2,1,0,2,2762,12,4,1
425,21,1,2,2,1,2,2779,18,1,0
426,29,1,2,1,1,0,2743,28,5,0
427,46,1,2,1,4,0,1149,18,5,0
428,20,1,2,1,1,0,1313,9,4,0
429,55,0,0,0,1,1,1190,18,6,1
430,74,1,1,1,1,0,3448,5,0,0
431,29,1,3,1,1,2,11328,24,7,1
432,36,1,3,0,1,1,1872,6,4,0
433,33,1,2,1,1,0,2058,24,6,0
434,25,1,2,1,1,1,2136,9,4,0
435,25,1,2,1,0,2,1484,12,5,1
436,23,1,1,2,3,0,660,6,6,0
437,37,0,2,1,4,0,1287,24,1,0
438,65,1,0,1,1,1,3394,42,6,0
439,26,0,0,1,1,3,609,12,0,1
440,39,1,3,1,1,0,1884,12,1,0
441,30,0,2,1,1,1,1620,12,4,0
442,29,1,2,1,1,2,2629,20,7,0
443,41,1,1,1,1,0,719,12,3,1
444,30,0,3,1,1,2,5096,48,4,1
445,41,0,1,2,0,0,1244,9,3,0
446,34,0,2,1,1,1,1842,36,1,1
447,35,1,2,1,1,2,2576,7,5,0
448,55,0,3,1,0,3,1424,12,4,0
449,61,1,2,1,4,2,1512,15,6,1
450,30,1,3,1,0,0,11054,36,1,0
451,29,0,2,1,1,0,518,6,5,0
452,34,1,2,1,1,0,2759,12,4,0
453,35,1,3,1,1,0,2670,24,1,0
454,31,1,2,1,1,1,4817,24,1,1
455,29,0,3,1,1,0,2679,24,1,0
456,36,1,2,2,1,1,3905,11,1,0
457,35,1,2,0,1,1,3386,12,1,1
458,27,0,2,1,1,1,343,6,2,0
459,32,1,2,1,1,0,4594,18,5,0
460,37,1,2,1,1,1,3620,36,4,0
461,36,1,2,1,1,1,1721,15,1,0
462,34,0,3,2,1,2,3017,12,4,0
463,38,1,2,1,0,2,754,12,3,0
464,34,1,2,1,1,0,1950,18,0,0
465,63,1,2,1,1,1,2924,24,1,0
466,29,0,1,2,1,1,1659,24,5,1
467,32,1,2,1,0,0,7238,48,5,0
468,26,0,2,1,1,0,2764,33,0,0
469,35,1,1,1,1,0,4679,24,1,0
470,22,1,2,2,2,2,3092,24,5,1
471,23,0,2,1,1,1,448,6,3,1
472,28,1,1,1,1,1,654,9,1,1
473,36,1,3,1,0,0,1238,6,3,0
474,33,1,2,1,1,2,1245,18,5,1
475,26,0,2,2,1,1,3114,18,4,1
476,24,1,2,1,3,0,2569,39,1,0
477,25,1,2,1,1,3,5152,24,5,0
478,39,1,1,1,2,2,1037,12,0,0
479,44,1,2,1,1,1,1478,15,4,0
480,23,0,1,1,1,2,3573,12,5,0
481,26,1,2,1,1,2,1201,24,1,0
482,57,0,2,2,4,1,3622,30,4,0
483,30,0,2,1,4,0,960,15,4,0
484,44,1,2,1,3,0,1163,12,1,0
485,47,1,3,1,1,2,1209,6,1,1
486,52,1,2,1,1,0,3077,12,5,0
487,62,0,2,0,1,0,3757,24,1,0
488,35,1,1,2,2,0,1418,10,1,0
489,26,1,2,2,1,0,3518,6,1,0
490,26,1,2,1,1,0,1934,12,5,0
491,42,0,3,0,1,2,8318,27,0,1
492,27,0,2,1,2,0,1237,6,5,0
493,38,1,2,1,0,2,368,6,5,0
494,39,1,1,2,1,1,2122,12,1,0
495,20,1,2,1,0,1,2996,24,4,1
496,29,1,3,2,2,2,9034,36,4,1
497,40,1,2,1,1,0,1585,24,4,0
498,32,1,1,1,1,2,1301,18,5,0
499,28,1,2,1,2,3,1323,6,1,0
500,27,0,2,1,1,1,3123,24,1,1
501,42,1,2,0,1,1,5493,36,1,0
502,49,1,2,1,2,3,1126,9,5,0
503,38,1,2,1,2,2,1216,24,5,1
504,24,0,2,2,1,1,1207,24,1,1
505,27,1,1,1,0,0,1309,10,1,1
506,36,1,2,1,3,3,2360,15,1,0
507,34,1,3,1,2,2,6850,15,1,1
508,28,1,2,1,1,0,1413,24,5,0
509,45,1,3,1,2,0,8588,39,1,0
510,26,1,2,1,1,1,759,12,1,1
511,32,1,3,0,1,0,4686,36,1,0
512,26,1,2,2,1,3,2687,15,0,0
513,20,1,2,2,1,2,585,12,5,0
514,54,1,2,1,0,0,2255,24,1,0
515,37,0,2,1,1,1,609,6,1,0
516,40,1,1,1,1,1,1361,6,1,0
517,23,0,2,2,1,0,7127,36,4,1
518,43,1,2,1,2,1,1203,6,1,0
519,36,1,2,0,0,0,700,6,5,0
520,44,1,2,0,1,0,5507,24,6,0
521,24,0,2,1,1,1,3190,18,5,1
522,53,1,2,0,1,1,7119,48,4,1
523,23,0,2,1,2,0,3488,24,1,0
524,26,0,1,1,1,2,1113,18,5,0
525,30,1,2,1,1,2,7966,26,1,0
526,31,0,2,1,2,0,1532,15,3,0
527,42,1,1,1,1,0,1503,4,5,0
528,31,1,2,2,1,1,2302,36,5,1
529,41,1,1,1,1,1,662,6,1,0
530,32,1,2,1,1,2,2273,36,3,0
531,28,0,2,2,2,2,2631,15,1,1
532,41,1,2,2,1,0,1503,12,1,0
533,26,1,2,1,2,0,1311,24,5,0
534,25,1,2,1,0,0,3105,24,5,0
535,33,1,2,2,1,3,2319,21,3,1
536,75,0,3,1,0,1,1374,6,1,0
537,37,0,2,1,1,2,3612,18,4,0
538,42,1,3,0,1,1,7763,48,1,1
539,45,0,1,1,1,3,3049,18,4,0
540,23,1,2,2,1,2,1534,12,5,1
541,60,1,2,0,1,0,2032,24,1,0
542,31,1,2,1,0,1,6350,30,4,1
543,34,1,1,1,1,3,2864,18,4,1
544,61,1,1,1,1,0,1255,12,1,0
545,43,1,2,0,1,1,1333,24,1,1
546,37,0,2,1,1,0,2022,24,1,0
547,32,1,2,1,1,0,1552,24,5,0
548,24,0,1,1,1,1,626,12,5,1
549,35,1,2,0,0,0,8858,48,1,0
550,23,0,2,1,0,0,996,12,6,0
551,45,1,1,1,3,0,1750,6,5,0
552,34,1,2,1,1,1,6999,48,5,1
553,27,1,2,1,2,2,1995,12,1,0
554,67,0,3,1,1,2,1199,9,3,0
555,22,1,2,1,1,2,1331,12,5,1
556,28,0,2,1,2,2,2278,18,1,1
557,29,0,2,1,0,0,5003,21,1,1
558,27,1,2,1,1,1,3552,24,4,1
559,31,1,1,1,1,2,1928,18,4,1
560,49,1,2,0,0,1,2964,24,1,0
561,24,1,1,2,1,1,1546,24,5,1
562,29,0,2,1,1,3,683,6,5,0
563,37,1,2,0,0,2,12389,36,1,1
564,37,1,3,1,0,2,4712,24,0,0
565,23,0,2,2,2,2,1553,24,5,0
566,36,1,2,1,1,1,1372,12,1,1
567,34,1,2,1,4,0,2578,24,5,0
568,41,1,2,1,0,2,3979,48,5,0
569,31,0,2,1,1,1,6758,48,5,1
570,23,0,1,2,1,1,3234,24,4,1
571,38,1,2,1,1,0,5954,30,5,0
572,26,0,3,2,0,0,5433,24,1,0
573,22,0,1,1,1,1,806,15,0,0
574,27,1,1,1,1,2,1082,9,5,0
575,24,0,2,1,1,0,2788,15,4,0
576,27,0,2,1,1,2,2930,12,5,0
577,33,0,2,1,0,0,1927,24,3,0
578,27,1,2,1,1,2,2820,36,1,1
579,27,1,1,1,1,0,937,24,3,0
580,30,1,2,1,1,2,1056,18,1,1
581,49,1,1,1,1,2,3124,12,1,0
582,26,0,2,2,1,0,1388,9,4,0
583,33,1,1,2,1,2,2384,36,6,1
584,52,0,3,0,0,0,2133,12,1,0
585,20,0,2,2,1,1,2039,18,4,1
586,36,1,2,2,1,1,2799,9,1,0
587,21,1,1,1,1,1,1289,12,4,0
588,47,1,1,1,1,1,1217,18,2,1
589,60,1,2,1,1,1,2246,12,4,1
590,58,0,1,1,1,1,385,12,5,0
591,42,0,2,2,0,2,1965,24,1,0
592,36,0,1,1,4,0,1572,21,0,0
593,20,0,1,2,1,2,2718,24,1,1
594,40,1,3,1,0,1,1358,24,7,1
595,32,0,1,1,2,2,931,6,1,1
596,23,0,2,2,1,1,1442,24,1,1
597,36,1,1,1,1,2,4241,24,0,1
598,31,1,2,1,1,0,2775,18,1,1
599,32,1,2,0,1,0,3863,24,0,0
600,45,0,2,1,1,2,2329,7,5,0
601,30,0,2,1,1,2,918,9,4,1
602,34,0,1,0,1,2,1837,24,3,1
603,28,0,3,1,1,0,3349,36,4,1
604,23,0,2,1,1,3,1275,10,4,0
605,22,1,2,1,3,1,2828,24,4,0
606,74,1,3,1,1,0,4526,24,0,0
